project_name,path,lineno,parameter,value
YiVal,/home/aolmedo/research/repos/projects/YiVal/src/yival/evaluators/openai_elo_evaluator.py,77,temperature,0.5
MotionGPT,/home/aolmedo/research/repos/projects/MotionGPT/mGPT/models/utils/position_encoding.py,45,temperature,10000
MotionGPT,/home/aolmedo/research/repos/projects/MotionGPT/mGPT/metrics/t2m.py,11,top_k,3
MotionGPT,/home/aolmedo/research/repos/projects/MotionGPT/mGPT/metrics/m2t.py,13,top_k,3
ExtractThinker,/home/aolmedo/research/repos/projects/ExtractThinker/extract_thinker/llm.py,142,temperature,1
ExtractThinker,/home/aolmedo/research/repos/projects/ExtractThinker/extract_thinker/llm.py,39,temperature,1
ExtractThinker,/home/aolmedo/research/repos/projects/ExtractThinker/extract_thinker/eval/field_comparison.py,110,model,text-embedding-ada-002
ExtractThinker,/home/aolmedo/research/repos/projects/ExtractThinker/extract_thinker/eval/field_comparison.py,111,model,text-embedding-ada-002
griptape,/home/aolmedo/research/repos/projects/griptape/griptape/configs/drivers/google_drivers_config.py,14,model,gemini-2.0-flash
griptape,/home/aolmedo/research/repos/projects/griptape/griptape/configs/drivers/google_drivers_config.py,18,model,models/embedding-004
griptape,/home/aolmedo/research/repos/projects/griptape/griptape/configs/drivers/google_drivers_config.py,22,model,models/embedding-004
griptape,/home/aolmedo/research/repos/projects/griptape/griptape/configs/drivers/anthropic_drivers_config.py,12,model,claude-3-7-sonnet-latest
griptape,/home/aolmedo/research/repos/projects/griptape/griptape/configs/drivers/cohere_drivers_config.py,16,model,command-r
griptape,/home/aolmedo/research/repos/projects/griptape/griptape/configs/drivers/cohere_drivers_config.py,20,model,embed-english-v3.0
griptape,/home/aolmedo/research/repos/projects/griptape/griptape/configs/drivers/cohere_drivers_config.py,29,model,embed-english-v3.0
griptape,/home/aolmedo/research/repos/projects/griptape/griptape/configs/drivers/openai_drivers_config.py,17,model,gpt-4.1
griptape,/home/aolmedo/research/repos/projects/griptape/griptape/configs/drivers/openai_drivers_config.py,21,model,dall-e-2
griptape,/home/aolmedo/research/repos/projects/griptape/griptape/configs/drivers/openai_drivers_config.py,25,model,text-embedding-3-small
griptape,/home/aolmedo/research/repos/projects/griptape/griptape/configs/drivers/openai_drivers_config.py,33,model,tts-1
griptape,/home/aolmedo/research/repos/projects/griptape/griptape/configs/drivers/openai_drivers_config.py,37,model,whisper-1
griptape,/home/aolmedo/research/repos/projects/griptape/griptape/configs/drivers/openai_drivers_config.py,29,model,text-embedding-3-small
griptape,/home/aolmedo/research/repos/projects/griptape/griptape/configs/drivers/azure_openai_drivers_config.py,45,model,gpt-4.1
griptape,/home/aolmedo/research/repos/projects/griptape/griptape/configs/drivers/azure_openai_drivers_config.py,55,model,text-embedding-3-small
griptape,/home/aolmedo/research/repos/projects/griptape/griptape/configs/drivers/azure_openai_drivers_config.py,65,model,dall-e-2
griptape,/home/aolmedo/research/repos/projects/griptape/griptape/configs/drivers/azure_openai_drivers_config.py,88,model,tts
griptape,/home/aolmedo/research/repos/projects/griptape/griptape/configs/drivers/azure_openai_drivers_config.py,77,model,text-embedding-3-small
griptape,/home/aolmedo/research/repos/projects/griptape/griptape/configs/drivers/amazon_bedrock_drivers_config.py,30,model,anthropic.claude-3-7-sonnet-20250219-v1:0
griptape,/home/aolmedo/research/repos/projects/griptape/griptape/configs/drivers/amazon_bedrock_drivers_config.py,34,model,amazon.titan-embed-text-v2:0
griptape,/home/aolmedo/research/repos/projects/griptape/griptape/configs/drivers/amazon_bedrock_drivers_config.py,38,model,amazon.titan-image-generator-v2:0
griptape,/home/aolmedo/research/repos/projects/griptape/griptape/configs/drivers/amazon_bedrock_drivers_config.py,47,model,amazon.titan-embed-text-v2:0
griptape,/home/aolmedo/research/repos/projects/griptape/griptape/tokenizers/openai_tokenizer.py,124,model,gpt-3.5-turbo-0613
griptape,/home/aolmedo/research/repos/projects/griptape/griptape/tokenizers/openai_tokenizer.py,127,model,gpt-4o-2024-05-13
griptape,/home/aolmedo/research/repos/projects/griptape/griptape/tokenizers/openai_tokenizer.py,130,model,gpt-4-0613
griptape,/home/aolmedo/research/repos/projects/griptape/griptape/tools/web_scraper/tool.py,16,max_tokens,400
griptape,/home/aolmedo/research/repos/projects/griptape/griptape/drivers/prompt/base_prompt_driver.py,58,temperature,0.1
griptape,/home/aolmedo/research/repos/projects/griptape/griptape/drivers/prompt/huggingface_pipeline_prompt_driver.py,34,max_tokens,250
griptape,/home/aolmedo/research/repos/projects/griptape/griptape/drivers/prompt/amazon_sagemaker_jumpstart_prompt_driver.py,35,max_tokens,250
griptape,/home/aolmedo/research/repos/projects/griptape/griptape/drivers/prompt/anthropic_prompt_driver.py,75,max_tokens,1000
griptape,/home/aolmedo/research/repos/projects/griptape/griptape/drivers/prompt/huggingface_hub_prompt_driver.py,38,max_tokens,250
griptape,/home/aolmedo/research/repos/projects/griptape/griptape/drivers/rerank/amazon_bedrock_rerank_driver.py,36,model,cohere.rerank-v3-5:0
griptape,/home/aolmedo/research/repos/projects/griptape/griptape/drivers/rerank/cohere_rerank_driver.py,18,model,rerank-english-v3.0
griptape,/home/aolmedo/research/repos/projects/griptape/griptape/drivers/text_to_speech/openai_text_to_speech_driver.py,18,model,tts-1
griptape,/home/aolmedo/research/repos/projects/griptape/griptape/drivers/text_to_speech/azure_openai_text_to_speech_driver.py,30,model,tts
griptape,/home/aolmedo/research/repos/projects/griptape/griptape/drivers/web_search/perplexity_web_search_driver.py,14,model,sonar-pro
griptape,/home/aolmedo/research/repos/projects/griptape/griptape/drivers/vector/pinecone_vector_store_driver.py,74,top_k,10000
functionary,/home/aolmedo/research/repos/projects/functionary/modal_server_config.py,20,model,meetkai/functionary-small-v2.5
functionary,/home/aolmedo/research/repos/projects/functionary/modal_server_config.py,19,model,meetkai/functionary-small-v2.5
functionary,/home/aolmedo/research/repos/projects/functionary/functionary/openai_types.py,73,temperature,0.9
functionary,/home/aolmedo/research/repos/projects/functionary/functionary/openai_types.py,75,max_tokens,1024
functionary,/home/aolmedo/research/repos/projects/functionary/functionary/openai_types.py,123,temperature,0.6
functionary,/home/aolmedo/research/repos/projects/functionary/functionary/openai_types.py,124,top_p,0.95
functionary,/home/aolmedo/research/repos/projects/functionary/functionary/openai_types.py,126,max_tokens,4096
functionary,/home/aolmedo/research/repos/projects/functionary/functionary/openai_types.py,129,presence_penalty,0.0
functionary,/home/aolmedo/research/repos/projects/functionary/functionary/openai_types.py,130,frequency_penalty,0.0
functionary,/home/aolmedo/research/repos/projects/functionary/functionary/openai_types.py,146,repetition_penalty,1.0
functionary,/home/aolmedo/research/repos/projects/functionary/functionary/openai_types.py,69,temperature,0.9
functionary,/home/aolmedo/research/repos/projects/functionary/functionary/openai_types.py,69,max_tokens,1024
functionary,/home/aolmedo/research/repos/projects/functionary/functionary/openai_types.py,116,temperature,0.6
functionary,/home/aolmedo/research/repos/projects/functionary/functionary/openai_types.py,116,top_p,0.95
functionary,/home/aolmedo/research/repos/projects/functionary/functionary/openai_types.py,116,max_tokens,4096
functionary,/home/aolmedo/research/repos/projects/functionary/functionary/openai_types.py,116,presence_penalty,0.0
functionary,/home/aolmedo/research/repos/projects/functionary/functionary/openai_types.py,116,frequency_penalty,0.0
functionary,/home/aolmedo/research/repos/projects/functionary/functionary/openai_types.py,116,repetition_penalty,1.0
functionary,/home/aolmedo/research/repos/projects/functionary/functionary/inference_vision.py,53,temperature,0
functionary,/home/aolmedo/research/repos/projects/functionary/functionary/inference_stream.py,55,repetition_penalty,1.0
functionary,/home/aolmedo/research/repos/projects/functionary/functionary/inference_stream.py,56,top_p,1.0
functionary,/home/aolmedo/research/repos/projects/functionary/functionary/train/packing/monkey_patch_packing.py,40,top_k,2
YuE,/home/aolmedo/research/repos/projects/YuE/inference/infer.py,157,top_p,0.93
YuE,/home/aolmedo/research/repos/projects/YuE/inference/infer.py,158,temperature,1.0
ragflow,/home/aolmedo/research/repos/projects/ragflow/sdk/python/ragflow_sdk/ragflow.py,187,top_k,1024
ragflow,/home/aolmedo/research/repos/projects/ragflow/sdk/python/ragflow_sdk/modules/chat.py,34,top_k,1024
ragflow,/home/aolmedo/research/repos/projects/ragflow/sdk/python/ragflow_sdk/modules/chat.py,22,top_k,1024
ragflow,/home/aolmedo/research/repos/projects/ragflow/admin/client/ragflow_client.py,1006,top_k,1024
ragflow,/home/aolmedo/research/repos/projects/ragflow/admin/client/ragflow_client.py,52,top_k,1024
ragflow,/home/aolmedo/research/repos/projects/ragflow/mcp/server/server.py,671,top_k,1024
ragflow,/home/aolmedo/research/repos/projects/ragflow/rag/advanced_rag/knowlege_compile/wiki.py,3077,temperature,0.15
ragflow,/home/aolmedo/research/repos/projects/ragflow/rag/advanced_rag/knowlege_compile/wiki.py,3111,temperature,0.1
ragflow,/home/aolmedo/research/repos/projects/ragflow/rag/app/resume.py,1063,max_tokens,2048
ragflow,/home/aolmedo/research/repos/projects/ragflow/rag/app/naive.py,66,max_tokens,50
ragflow,/home/aolmedo/research/repos/projects/ragflow/rag/graphrag/general/graph_extractor.py,84,max_tokens,1
ragflow,/home/aolmedo/research/repos/projects/ragflow/rag/graphrag/general/graph_extractor.py,34,max_tokens,1
ragflow,/home/aolmedo/research/repos/projects/ragflow/rag/llm/model_meta.py,284,max_tokens,8192
ragflow,/home/aolmedo/research/repos/projects/ragflow/rag/llm/model_meta.py,268,max_tokens,8192
ragflow,/home/aolmedo/research/repos/projects/ragflow/rag/llm/model_meta.py,268,max_tokens,8192
ragflow,/home/aolmedo/research/repos/projects/ragflow/rag/llm/sequence2txt_model.py,153,temperature,0.7
ragflow,/home/aolmedo/research/repos/projects/ragflow/rag/llm/sequence2txt_model.py,331,temperature,0.75
ragflow,/home/aolmedo/research/repos/projects/ragflow/rag/llm/chat_model.py,820,temperature,0.3
ragflow,/home/aolmedo/research/repos/projects/ragflow/rag/llm/chat_model.py,821,top_p,0.85
ragflow,/home/aolmedo/research/repos/projects/ragflow/rag/llm/chat_model.py,826,temperature,0.3
ragflow,/home/aolmedo/research/repos/projects/ragflow/rag/llm/chat_model.py,827,top_p,0.85
ragflow,/home/aolmedo/research/repos/projects/ragflow/rag/llm/chat_model.py,1182,presence_penalty,0
ragflow,/home/aolmedo/research/repos/projects/ragflow/rag/llm/chat_model.py,1182,frequency_penalty,0
ragflow,/home/aolmedo/research/repos/projects/ragflow/rag/llm/chat_model.py,1195,presence_penalty,0
ragflow,/home/aolmedo/research/repos/projects/ragflow/rag/llm/chat_model.py,1195,frequency_penalty,0
ragflow,/home/aolmedo/research/repos/projects/ragflow/rag/llm/chat_model.py,1217,presence_penalty,0
ragflow,/home/aolmedo/research/repos/projects/ragflow/rag/llm/chat_model.py,1217,frequency_penalty,0
ragflow,/home/aolmedo/research/repos/projects/ragflow/rag/llm/cv_model.py,1146,max_tokens,8192
ragflow,/home/aolmedo/research/repos/projects/ragflow/rag/llm/cv_model.py,1148,max_tokens,4096
ragflow,/home/aolmedo/research/repos/projects/ragflow/rag/llm/cv_model.py,1029,model,models/gemini-2.5-flash
ragflow,/home/aolmedo/research/repos/projects/ragflow/rag/llm/cv_model.py,1041,model,gemini-2.5-flash
ragflow,/home/aolmedo/research/repos/projects/ragflow/rag/llm/cv_model.py,1136,max_tokens,8192
ragflow,/home/aolmedo/research/repos/projects/ragflow/rag/llm/cv_model.py,1136,max_tokens,4096
ragflow,/home/aolmedo/research/repos/projects/ragflow/rag/llm/cv_model.py,971,temperature,0.3
ragflow,/home/aolmedo/research/repos/projects/ragflow/rag/llm/cv_model.py,972,top_p,0.7
ragflow,/home/aolmedo/research/repos/projects/ragflow/rag/llm/cv_model.py,994,temperature,0.3
ragflow,/home/aolmedo/research/repos/projects/ragflow/rag/llm/cv_model.py,995,top_p,0.7
ragflow,/home/aolmedo/research/repos/projects/ragflow/api/apps/services/provider_api_service.py,969,max_tokens,8192
ragflow,/home/aolmedo/research/repos/projects/ragflow/api/apps/services/provider_api_service.py,204,max_tokens,8192
ragflow,/home/aolmedo/research/repos/projects/ragflow/api/apps/services/provider_api_service.py,925,max_tokens,8192
ragflow,/home/aolmedo/research/repos/projects/ragflow/api/apps/restful_apis/provider_api.py,891,max_tokens,8192
ragflow,/home/aolmedo/research/repos/projects/ragflow/api/apps/restful_apis/chunk_api.py,359,top_k,1024
ragflow,/home/aolmedo/research/repos/projects/ragflow/api/apps/restful_apis/bot_api.py,382,top_k,1024
ragflow,/home/aolmedo/research/repos/projects/ragflow/api/apps/restful_apis/dify_retrieval_api.py,105,top_k,1024
ragflow,/home/aolmedo/research/repos/projects/ragflow/api/apps/restful_apis/chat_api.py,168,top_k,1024
ragflow,/home/aolmedo/research/repos/projects/ragflow/agent/component/llm.py,44,max_tokens,0
ragflow,/home/aolmedo/research/repos/projects/ragflow/agent/component/llm.py,45,temperature,0
ragflow,/home/aolmedo/research/repos/projects/ragflow/agent/component/llm.py,46,top_p,0
ragflow,/home/aolmedo/research/repos/projects/ragflow/agent/component/llm.py,47,presence_penalty,0
ragflow,/home/aolmedo/research/repos/projects/ragflow/agent/component/llm.py,48,frequency_penalty,0
ragflow,/home/aolmedo/research/repos/projects/ragflow/agent/component/llm.py,34,max_tokens,0
ragflow,/home/aolmedo/research/repos/projects/ragflow/agent/component/llm.py,34,temperature,0
ragflow,/home/aolmedo/research/repos/projects/ragflow/agent/component/llm.py,34,top_p,0
ragflow,/home/aolmedo/research/repos/projects/ragflow/agent/component/llm.py,34,presence_penalty,0
ragflow,/home/aolmedo/research/repos/projects/ragflow/agent/component/llm.py,34,frequency_penalty,0
ragflow,/home/aolmedo/research/repos/projects/ragflow/agent/tools/retrieval.py,61,top_k,1024
ragflow,/home/aolmedo/research/repos/projects/ragflow/agent/tools/retrieval.py,37,top_k,1024
dynasaur,/home/aolmedo/research/repos/projects/dynasaur/scripts/llm_engines.py,23,temperature,0.5
dynasaur,/home/aolmedo/research/repos/projects/dynasaur/scripts/llm_engines.py,62,temperature,0.5
dynasaur,/home/aolmedo/research/repos/projects/dynasaur/scripts/llm_engines.py,62,max_tokens,2000
dynasaur,/home/aolmedo/research/repos/projects/dynasaur/scripts/llm_engines.py,97,temperature,0.5
dynasaur,/home/aolmedo/research/repos/projects/dynasaur/scripts/llm_engines.py,151,temperature,0.5
dynasaur,/home/aolmedo/research/repos/projects/dynasaur/scripts/tools/visual_qa.py,98,max_tokens,500
dynasaur,/home/aolmedo/research/repos/projects/dynasaur/scripts/tools/visual_qa.py,51,max_tokens,500
dynasaur,/home/aolmedo/research/repos/projects/dynasaur/scripts/tools/mdconvert.py,284,model,whisper-1
all-in-rag,/home/aolmedo/research/repos/projects/all-in-rag/code/C5/01_pydantic.py,9,model,deepseek-chat
all-in-rag,/home/aolmedo/research/repos/projects/all-in-rag/code/C4/04_text_to_metadata_filter_v2.py,108,model,deepseek-chat
all-in-rag,/home/aolmedo/research/repos/projects/all-in-rag/code/C4/04_text_to_metadata_filter_v2.py,108,temperature,0
all-in-rag,/home/aolmedo/research/repos/projects/all-in-rag/code/C4/02_text_to_metadata_filter.py,75,model,deepseek-chat
all-in-rag,/home/aolmedo/research/repos/projects/all-in-rag/code/C4/02_text_to_metadata_filter.py,75,temperature,0
all-in-rag,/home/aolmedo/research/repos/projects/all-in-rag/code/C4/07_rerank_and_refine.py,137,model,deepseek-chat
all-in-rag,/home/aolmedo/research/repos/projects/all-in-rag/code/C4/07_rerank_and_refine.py,137,temperature,0.1
all-in-rag,/home/aolmedo/research/repos/projects/all-in-rag/code/C4/01_hybrid_search.py,125,top_k,5
all-in-rag,/home/aolmedo/research/repos/projects/all-in-rag/code/C4/01_hybrid_search_v2.py,238,top_k,5
all-in-rag,/home/aolmedo/research/repos/projects/all-in-rag/code/C4/work_rerank_and_refine.py,137,model,deepseek-chat
all-in-rag,/home/aolmedo/research/repos/projects/all-in-rag/code/C4/work_rerank_and_refine.py,137,temperature,0.1
all-in-rag,/home/aolmedo/research/repos/projects/all-in-rag/code/C4/06_embedding_based_routing.py,23,model,deepseek-chat
all-in-rag,/home/aolmedo/research/repos/projects/all-in-rag/code/C4/06_embedding_based_routing.py,23,temperature,0
all-in-rag,/home/aolmedo/research/repos/projects/all-in-rag/code/C4/05_llm_based_routing.py,7,model,deepseek-chat
all-in-rag,/home/aolmedo/research/repos/projects/all-in-rag/code/C4/05_llm_based_routing.py,7,temperature,0
all-in-rag,/home/aolmedo/research/repos/projects/all-in-rag/code/C4/text2sql/sql_generator.py,11,model,deepseek-chat
all-in-rag,/home/aolmedo/research/repos/projects/all-in-rag/code/C4/text2sql/sql_generator.py,11,temperature,0
all-in-rag,/home/aolmedo/research/repos/projects/all-in-rag/code/C4/text2sql/knowledge_base.py,154,top_k,5
all-in-rag,/home/aolmedo/research/repos/projects/all-in-rag/code/C8/main.py,278,top_k,10
all-in-rag,/home/aolmedo/research/repos/projects/all-in-rag/code/C8/main.py,303,top_k,3
all-in-rag,/home/aolmedo/research/repos/projects/all-in-rag/code/C8/config.py,21,top_k,3
all-in-rag,/home/aolmedo/research/repos/projects/all-in-rag/code/C8/config.py,24,temperature,0.1
all-in-rag,/home/aolmedo/research/repos/projects/all-in-rag/code/C8/config.py,25,max_tokens,2048
all-in-rag,/home/aolmedo/research/repos/projects/all-in-rag/code/C8/config.py,9,top_k,3
all-in-rag,/home/aolmedo/research/repos/projects/all-in-rag/code/C8/config.py,9,temperature,0.1
all-in-rag,/home/aolmedo/research/repos/projects/all-in-rag/code/C8/config.py,9,max_tokens,2048
all-in-rag,/home/aolmedo/research/repos/projects/all-in-rag/code/C8/rag_modules/generation_integration.py,20,temperature,0.1
all-in-rag,/home/aolmedo/research/repos/projects/all-in-rag/code/C8/rag_modules/generation_integration.py,20,max_tokens,2048
all-in-rag,/home/aolmedo/research/repos/projects/all-in-rag/code/C8/rag_modules/retrieval_optimization.py,50,top_k,3
all-in-rag,/home/aolmedo/research/repos/projects/all-in-rag/code/C8/rag_modules/retrieval_optimization.py,69,top_k,5
all-in-rag,/home/aolmedo/research/repos/projects/all-in-rag/code/C9/config.py,29,top_k,5
all-in-rag,/home/aolmedo/research/repos/projects/all-in-rag/code/C9/config.py,37,temperature,0.1
all-in-rag,/home/aolmedo/research/repos/projects/all-in-rag/code/C9/config.py,38,max_tokens,2048
all-in-rag,/home/aolmedo/research/repos/projects/all-in-rag/code/C9/config.py,9,top_k,5
all-in-rag,/home/aolmedo/research/repos/projects/all-in-rag/code/C9/config.py,9,temperature,0.1
all-in-rag,/home/aolmedo/research/repos/projects/all-in-rag/code/C9/config.py,9,max_tokens,2048
all-in-rag,/home/aolmedo/research/repos/projects/all-in-rag/code/C9/rag_modules/graph_rag_retrieval.py,236,temperature,0.1
all-in-rag,/home/aolmedo/research/repos/projects/all-in-rag/code/C9/rag_modules/graph_rag_retrieval.py,236,max_tokens,1000
all-in-rag,/home/aolmedo/research/repos/projects/all-in-rag/code/C9/rag_modules/graph_rag_retrieval.py,482,top_k,5
all-in-rag,/home/aolmedo/research/repos/projects/all-in-rag/code/C9/rag_modules/graph_indexing.py,281,temperature,0.1
all-in-rag,/home/aolmedo/research/repos/projects/all-in-rag/code/C9/rag_modules/graph_indexing.py,281,max_tokens,200
all-in-rag,/home/aolmedo/research/repos/projects/all-in-rag/code/C9/rag_modules/generation_integration.py,18,temperature,0.1
all-in-rag,/home/aolmedo/research/repos/projects/all-in-rag/code/C9/rag_modules/generation_integration.py,18,max_tokens,2048
all-in-rag,/home/aolmedo/research/repos/projects/all-in-rag/code/C9/rag_modules/intelligent_query_router.py,116,temperature,0.1
all-in-rag,/home/aolmedo/research/repos/projects/all-in-rag/code/C9/rag_modules/intelligent_query_router.py,116,max_tokens,800
all-in-rag,/home/aolmedo/research/repos/projects/all-in-rag/code/C9/rag_modules/intelligent_query_router.py,167,top_k,5
all-in-rag,/home/aolmedo/research/repos/projects/all-in-rag/code/C9/rag_modules/hybrid_retrieval.py,202,temperature,0.1
all-in-rag,/home/aolmedo/research/repos/projects/all-in-rag/code/C9/rag_modules/hybrid_retrieval.py,202,max_tokens,500
all-in-rag,/home/aolmedo/research/repos/projects/all-in-rag/code/C9/rag_modules/hybrid_retrieval.py,222,top_k,5
all-in-rag,/home/aolmedo/research/repos/projects/all-in-rag/code/C9/rag_modules/hybrid_retrieval.py,319,top_k,5
all-in-rag,/home/aolmedo/research/repos/projects/all-in-rag/code/C9/rag_modules/hybrid_retrieval.py,470,top_k,5
all-in-rag,/home/aolmedo/research/repos/projects/all-in-rag/code/C9/rag_modules/hybrid_retrieval.py,518,top_k,5
all-in-rag,/home/aolmedo/research/repos/projects/all-in-rag/code/C9/rag_modules/hybrid_retrieval.py,582,top_k,5
all-in-rag,/home/aolmedo/research/repos/projects/all-in-rag/code/C9/rag_modules/hybrid_retrieval.py,756,top_k,5
all-in-rag,/home/aolmedo/research/repos/projects/all-in-rag/code/C9/agent(代码系ai生成)/recipe_ai_agent.py,107,model,kimi-k2-0711-preview
all-in-rag,/home/aolmedo/research/repos/projects/all-in-rag/code/C9/agent(代码系ai生成)/recipe_ai_agent.py,107,temperature,0.3
all-in-rag,/home/aolmedo/research/repos/projects/all-in-rag/code/C9/agent(代码系ai生成)/recipe_ai_agent.py,107,max_tokens,2048
all-in-rag,/home/aolmedo/research/repos/projects/all-in-rag/code/C3/work_hybrid_multimodal_search.py,388,top_k,3
all-in-rag,/home/aolmedo/research/repos/projects/all-in-rag/code/C3/work_hybrid_multimodal_search.py,391,top_k,3
all-in-rag,/home/aolmedo/research/repos/projects/all-in-rag/code/C3/work_hybrid_multimodal_search.py,257,top_k,5
all-in-rag,/home/aolmedo/research/repos/projects/all-in-rag/code/C3/work_hybrid_multimodal_search.py,309,top_k,5
all-in-rag,/home/aolmedo/research/repos/projects/all-in-rag/code/C3/work_hybrid_multimodal_search.py,339,top_k,3
all-in-rag,/home/aolmedo/research/repos/projects/all-in-rag/code/C3/07_recursive_retrieval_v2.py,14,model,deepseek-chat
all-in-rag,/home/aolmedo/research/repos/projects/all-in-rag/code/C3/06_recursive_retrieval.py,16,model,deepseek-chat
all-in-rag,/home/aolmedo/research/repos/projects/all-in-rag/code/C3/05_sentence_window_retrieval.py,9,model,deepseek-chat
all-in-rag,/home/aolmedo/research/repos/projects/all-in-rag/code/C3/05_sentence_window_retrieval.py,9,temperature,0.1
all-in-rag,/home/aolmedo/research/repos/projects/all-in-rag/code/C3/visual_bge/visual_bge/modeling.py,80,temperature,1.0
all-in-rag,/home/aolmedo/research/repos/projects/all-in-rag/code/C3/visual_bge/visual_bge/modeling.py,27,temperature,0.02
all-in-rag,/home/aolmedo/research/repos/projects/all-in-rag/code/C3/visual_bge/visual_bge/modeling.py,26,temperature,1.0
AIUI,/home/aolmedo/research/repos/projects/AIUI/backend/tts.py,63,model,eleven_monolingual_v1
ShareGPT4V,/home/aolmedo/research/repos/projects/ShareGPT4V/share4v/eval/eval_gpt_review_visual.py,14,model,gpt-4-0314
ShareGPT4V,/home/aolmedo/research/repos/projects/ShareGPT4V/share4v/eval/eval_gpt_review_visual.py,14,temperature,0.2
ShareGPT4V,/home/aolmedo/research/repos/projects/ShareGPT4V/share4v/eval/eval_gpt_review_bench.py,16,model,gpt-4-0314
ShareGPT4V,/home/aolmedo/research/repos/projects/ShareGPT4V/share4v/eval/eval_gpt_review_bench.py,16,temperature,0.2
ShareGPT4V,/home/aolmedo/research/repos/projects/ShareGPT4V/share4v/eval/eval_gpt_review.py,17,model,gpt-4
ShareGPT4V,/home/aolmedo/research/repos/projects/ShareGPT4V/share4v/eval/eval_gpt_review.py,17,temperature,0.2
ShareGPT4V,/home/aolmedo/research/repos/projects/ShareGPT4V/share4v/eval/model_qa.py,56,temperature,0.7
ShareGPT4V,/home/aolmedo/research/repos/projects/ShareGPT4V/share4v/eval/qa_baseline_gpt35.py,26,temperature,0
ShareGPT4V,/home/aolmedo/research/repos/projects/ShareGPT4V/share4v/eval/run_share4v.py,74,temperature,0.2
ShareGPT4V,/home/aolmedo/research/repos/projects/ShareGPT4V/share4v/eval/model_vqa_qbench.py,91,temperature,0
ShareGPT4V,/home/aolmedo/research/repos/projects/ShareGPT4V/tools/app.py,121,temperature,1.0
ShareGPT4V,/home/aolmedo/research/repos/projects/ShareGPT4V/tools/app.py,122,top_p,1.0
ShareGPT4V,/home/aolmedo/research/repos/projects/ShareGPT4V/tools/share-cap_batch_infer.py,108,repetition_penalty,1.5
ShareGPT4V,/home/aolmedo/research/repos/projects/ShareGPT4V/tools/share-cap_batch_infer.py,108,temperature,1.0
YT-Navigator,/home/aolmedo/research/repos/projects/YT-Navigator/app/services/agent/react_graph.py,93,max_tokens,2000
YT-Navigator,/home/aolmedo/research/repos/projects/YT-Navigator/app/services/agent/react_graph.py,37,temperature,0.0
YT-Navigator,/home/aolmedo/research/repos/projects/YT-Navigator/app/services/agent/main_graph.py,290,max_tokens,1000
kvpress,/home/aolmedo/research/repos/projects/kvpress/kvzap/evaluate_aime.py,84,temperature,0.6
kvpress,/home/aolmedo/research/repos/projects/kvpress/kvzap/evaluate_aime.py,84,top_p,0.95
kvpress,/home/aolmedo/research/repos/projects/kvpress/kvzap/evaluate_aime.py,84,top_k,20
kvpress,/home/aolmedo/research/repos/projects/kvpress/kvzap/evaluate_aime.py,84,min_p,0.0
kvpress,/home/aolmedo/research/repos/projects/kvpress/kvzap/data.py,22,max_tokens,1250
kvpress,/home/aolmedo/research/repos/projects/kvpress/kvzap/train.py,122,max_tokens,1250
safe-rlhf,/home/aolmedo/research/repos/projects/safe-rlhf/safe_rlhf/serve/chatbot.py,177,temperature,1.0
safe-rlhf,/home/aolmedo/research/repos/projects/safe-rlhf/safe_rlhf/serve/chatbot.py,179,top_p,1.0
safe-rlhf,/home/aolmedo/research/repos/projects/safe-rlhf/safe_rlhf/serve/chatbot.py,180,repetition_penalty,1.0
safe-rlhf,/home/aolmedo/research/repos/projects/safe-rlhf/safe_rlhf/serve/chatbot.py,187,temperature,1.0
safe-rlhf,/home/aolmedo/research/repos/projects/safe-rlhf/safe_rlhf/serve/chatbot.py,187,top_p,1.0
safe-rlhf,/home/aolmedo/research/repos/projects/safe-rlhf/safe_rlhf/serve/chatbot.py,187,repetition_penalty,1.0
safe-rlhf,/home/aolmedo/research/repos/projects/safe-rlhf/safe_rlhf/serve/chatbot.py,175,temperature,1.0
safe-rlhf,/home/aolmedo/research/repos/projects/safe-rlhf/safe_rlhf/serve/chatbot.py,175,top_p,1.0
safe-rlhf,/home/aolmedo/research/repos/projects/safe-rlhf/safe_rlhf/serve/chatbot.py,175,repetition_penalty,1.0
safe-rlhf,/home/aolmedo/research/repos/projects/safe-rlhf/safe_rlhf/evaluate/gpt4/eval.py,115,model,gpt-4
safe-rlhf,/home/aolmedo/research/repos/projects/safe-rlhf/safe_rlhf/evaluate/gpt4/eval.py,115,temperature,0.7
safe-rlhf,/home/aolmedo/research/repos/projects/safe-rlhf/safe_rlhf/evaluate/gpt4/eval.py,115,max_tokens,2048
obsidian-copilot,/home/aolmedo/research/repos/projects/obsidian-copilot/src/app.py,115,max_tokens,3200
ReaLHF,/home/aolmedo/research/repos/projects/ReaLHF/realhf/api/core/model_api.py,73,top_p,0.9
ReaLHF,/home/aolmedo/research/repos/projects/ReaLHF/realhf/api/core/model_api.py,74,top_k,200
ReaLHF,/home/aolmedo/research/repos/projects/ReaLHF/realhf/api/core/model_api.py,75,temperature,1.0
ReaLHF,/home/aolmedo/research/repos/projects/ReaLHF/realhf/api/core/model_api.py,132,top_k,2
ReaLHF,/home/aolmedo/research/repos/projects/ReaLHF/realhf/api/core/model_api.py,83,temperature,1.0
ReaLHF,/home/aolmedo/research/repos/projects/ReaLHF/realhf/api/core/model_api.py,25,top_p,0.9
